所属区,市区,小区,户型,朝向,楼层,装修情况,面积,价格(万元),单价,年份,房型
青羊,外金沙,翠微清波A区 ,3室2厅,南 北,中楼层(共18层),精装,118平米,275,"23,306元/平",2008年建,塔楼
金牛,高家庄,青房尚瑞天韵 ,2室1厅,东北,26层,简装,89.57平米,150,"16,747元/平",2009年建,塔楼
锦江,卓锦城,锦江逸家 ,3室1厅,东南,中楼层(共33层),精装,86.32平米,275,"31,859元/平",2015年建,塔楼
成华,动物园,领地海纳时代 ,3室1厅,东南,高楼层(共34层),精装,70.99平米,135,"19,017元/平",2016年建,板塔结合
成华,驷马桥,兴元华盛一期 ,3室1厅,西北,中楼层(共18层),毛坯,115.13平米,152,"13,203元/平",2008年建,板塔结合
温江,光华大道沿线,金河谷五期 ,3室2厅,东南,中楼层(共34层),精装,89.11平米,143.8,"16,138元/平",2016年建,板塔结合
高新,中德,锐力领峰 ,3室1厅,南,高楼层(共33层),精装,118.26平米,260,"21,986元/平",2013年建,板塔结合
郫都,橡树湾,华润橡树湾A区 ,3室2厅,西南,高楼层(共34层),精装,75.88平米,128,"16,869元/平",2013年建,板塔结合
青羊,金沙,听城 ,3室1厅,东北,高楼层(共25层),简装,89.58平米,235,"26,234元/平",2009年建,板塔结合
成华,动物园,上东一号一期 ,3室1厅,南,中楼层(共18层),简装,86.57平米,128,"14,786元/平",2008年建,板塔结合
武侯,双楠,黄华楼 ,3室1厅,南 北,低楼层(共7层),精装,65平米,75,"11,539元/平",1997年建,塔楼
天府新区南江,麓山,三利麓山城翠薇谷 ,3室2厅,南 北,高楼层(共32层),精装,135.37平米,259,"19,133元/平",2018年建,塔楼
成华,东郊记忆,红枫岭三期 ,3室2厅,西,高楼层(共33层),精装,110.05平米,199.5,"18,129元/平",2009年建,板塔结合
温江,珠江新城,佳兆业丽晶港 ,3室2厅,东,低楼层(共33层),精装,87.73平米,138,"15,731元/平",2012年建,塔楼
高新,华府,融创南湖逸家 ,3室2厅,南,高楼层(共34层),其他,73.63平米,168,"22,817元/平",2017年建,板塔结合
武侯,紫荆,紫华苑 ,3室1厅,南,低楼层(共7层),简装,132.86平米,197,"14,828元/平",2001年建,板楼
锦江,卓锦城,鑫苑名家二期 ,3室1厅,东北,高楼层(共34层),精装,110.74平米,239,"21,583元/平",2012年建,板塔结合
都江堰,青城山,中铁水映青城 ,1室1厅,南,高楼层(共5层),精装,52.5平米,32.5,"6,191元/平",2012年建,板楼
武侯,新双楠,中铁骑士公馆 ,3室2厅,南,中楼层(共17层),精装,90.69平米,229,"25,251元/平",2013年建,板塔结合
龙泉驿,龙泉驿城区,中心城 ,3室1厅,北,中楼层(共29层),毛坯,97.19平米,135,"13,891元/平",2018年建,塔楼
温江,温江大学城,花样年花样城 ,3室1厅,西南,低楼层(共25层),精装,83.99平米,81.6,"9,716元/平",2015年建,板塔结合
天府新区,南湖,佳兆业君汇上品 ,3室2厅,东北,中楼层(共38层),简装,114.76平米,222,"19,345元/平",2013年建,板塔结合
锦江,三圣乡,锦江城市花园二期 ,2室1厅,东南,高楼层(共34层),简装,50.19平米,88,"17,534元/平",2010年建,板塔结合
高新,中和,军安卫士花园 ,3室2厅,东,中楼层(共26层),简装,104.18平米,188,"18,046元/平",2013年建,板塔结合
高新,新会展,天鹅湖北苑 ,2室1厅,南,中楼层(共31层),简装,77.29平米,140,"18,114元/平",2007年建,板塔结合
温江,温江大学城,蓝润睿城 ,3室1厅,东南,中楼层(共26层),精装,88.42平米,116,"13,120元/平",2011年建,塔楼
郫都,郫县城区,天立香缇华府 ,3室1厅,西南,高楼层(共23层),精装,82.47平米,103,"12,490元/平",2016年建,板塔结合
双流,东升镇,锦绣华都 ,3室2厅,西南,中楼层(共4层),精装,116.16平米,135,"11,622元/平",2005年建,塔楼
高新西,高新西,上锦颐园佳境 ,2室2厅,东南,中楼层(共25层),精装,93.26平米,76,"8,150元/平",2012年建,板塔结合
天府新区,南湖,海伦春天 ,3室1厅,北,低楼层(共34层),精装,96.52平米,203,"21,032元/平",2018年建,板塔结合
温江,温江大学城,明信仕林府 ,3室1厅,西南,高楼层(共33层),精装,89.98平米,125,"13,892元/平",2016年建,板塔结合
郫都,犀浦,公园榕郡 ,2室1厅,东南,高楼层(共18层),精装,62.37平米,72.5,"11,625元/平",2011年建,板塔结合
锦江,东湖,翡翠城四期 ,3室2厅,南,中楼层(共31层),精装,87.87平米,260,"29,590元/平",2009年建,塔楼
高新,市一医院,雄飞新园紫郡 ,2室1厅,东南,高楼层(共16层),精装,85.18平米,165,"19,371元/平",2015年建,板塔结合
锦江,盐市口,财富中心 ,2室1厅,南,中楼层(共30层),精装,113.27平米,215,"18,982元/平",2006年建,板塔结合
五块石,五块石,龙湖北城天街一期 ,3室2厅,南,高楼层(共23层),精装,106.25平米,235,"22,118元/平",2012年建,板塔结合
天府新区,南湖,瑞升橡树林华府 ,3室2厅,西南,低楼层(共34层),精装,89.89平米,188,"20,915元/平",2015年建,塔楼
武侯,川音,正黄上岭 ,2室2厅,南,高楼层(共22层),精装,74.64平米,138,"18,489元/平",2012年建,板塔结合
金牛,花牌坊,泰丰御园 ,3室2厅,南,高楼层(共31层),精装,119.52平米,212,"17,738元/平",2012年建,塔楼
郫都,郫县城区,中信未来城南区 ,3室1厅,西南,低楼层(共33层),毛坯,104.51平米,120,"11,483元/平",2013年建,塔楼
金牛,国宾,西岸观邸 ,3室2厅,西北,低楼层(共32层),精装,92.93平米,165,"17,756元/平",2013年建,板塔结合
郫都,橡树湾,华润橡树湾B区 ,3室2厅,东南,高楼层(共34层),精装,62.23平米,103,"16,552元/平",2013年建,板塔结合
温江,花都大道,蓝润光华春天B区 ,3室2厅,南,低楼层(共25层),简装,71.37平米,105,"14,713元/平",2017年建,板塔结合
武侯,草金立交,世豪嘉柏 ,2室2厅,西南,高楼层(共22层),精装,72.5平米,142,"19,587元/平",2014年建,板塔结合
双流,航空港,蓝光圣菲town城 ,3室1厅,北,低楼层(共23层),精装,84.62平米,135,"15,954元/平",2009年建,板塔结合
双流,航空港,文星花园 ,3室2厅,南,高楼层(共18层),精装,93.77平米,150,"15,997元/平",2010年建,板塔结合
锦江,东湖,央湖名邸一期 ,3室1厅,北,30层,简装,96.57平米,299,"30,962元/平",2017年建,塔楼
武侯,红牌楼,银泰香樟林 ,3室1厅,东北,中楼层(共17层),精装,87.98平米,215,"24,438元/平",2014年建,板楼
高新,华府,万锦城 ,3室1厅,南,高楼层(共34层),精装,94.01平米,182,"19,360元/平",2016年建,板塔结合
龙泉驿,龙泉驿城区,首创东公元 ,3室2厅,南,高楼层(共29层),精装,89.28平米,138,"15,457元/平",2012年建,塔楼
高新,市一医院,南城都汇汇晴园五期 ,3室2厅,东 西,中楼层(共18层),简装,89.8平米,252,"28,063元/平",2014年建,板楼
成华,动物园,首创光和城 ,3室1厅,北,低楼层(共31层),精装,76.43平米,146.8,"19,208元/平",2016年建,塔楼
金牛,成外,派克公馆 ,1室1厅,东南,低楼层(共12层),精装,54.68平米,68,"12,436元/平",2011年建,板塔结合
成华,驷马桥,兴元华盛一期 ,3室1厅,西北,中楼层(共18层),毛坯,115.13平米,152,"13,203元/平",2008年建,板塔结合
锦江,东湖,翡翠城四期 ,3室2厅,南,中楼层(共31层),精装,87.87平米,260,"29,590元/平",2009年建,塔楼
郫都,犀浦,傲城 ,3室2厅,东南,中楼层(共31层),精装,86.96平米,132,"15,180元/平",2015年建,板塔结合
高新,中德,中德英伦联邦B区 ,3室2厅,北,低楼层(共33层),毛坯,88.23平米,256,"29,016元/平",2015年建,板塔结合
温江,光华大道沿线,合能珍宝琥珀 ,3室2厅,西,高楼层(共34层),精装,81.91平米,108,"13,186元/平",2014年建,板塔结合
都江堰,青城山,中铁水映青城 ,1室1厅,南,高楼层(共5层),精装,52.5平米,32.5,"6,191元/平",2012年建,板楼
锦江,卓锦城,鑫苑名家二期 ,3室1厅,东北,高楼层(共34层),精装,110.74平米,239,"21,583元/平",2012年建,板塔结合
郫都,郫县城区,中铁奥维尔二期 ,3室2厅,西南,29层,精装,86.37平米,95,"11,000元/平",2019年建,塔楼
郫都,犀浦,西区花园水云庭 ,3室1厅,东南,高楼层(共6层),精装,109.91平米,109,"9,918元/平",2007年建,板楼
高新西,高新西,上锦颐园佳境 ,2室2厅,东南,中楼层(共25层),精装,93.26平米,76,"8,150元/平",2012年建,板塔结合
双流,东升镇,锦绣华都 ,3室2厅,西南,中楼层(共4层),精装,116.16平米,135,"11,622元/平",2005年建,塔楼
双流,航空港,蓝光圣菲town城 ,3室1厅,北,低楼层(共23层),精装,84.62平米,135,"15,954元/平",2009年建,板塔结合
天府新区,南湖,瑞升橡树林华府 ,3室2厅,西南,低楼层(共34层),精装,89.89平米,188,"20,915元/平",2015年建,塔楼
郫都,犀浦,蓝光幸福满庭 ,3室2厅,南,高楼层(共26层),精装,69.53平米,109.5,"15,749元/平",2015年建,板塔结合
五块石,五块石,龙湖北城天街一期 ,3室2厅,南,高楼层(共23层),精装,106.25平米,235,"22,118元/平",2012年建,板塔结合
武侯,川音,正黄上岭 ,2室2厅,南,高楼层(共22层),精装,74.64平米,138,"18,489元/平",2012年建,板塔结合
武侯,武侯立交,中华名园三期D区 ,2室1厅,西南,高楼层(共16层),简装,87.84平米,132,"15,028元/平",2012年建,板楼
成华,动物园,首创光和城 ,3室1厅,北,低楼层(共31层),精装,76.43平米,146.8,"19,208元/平",2016年建,塔楼
高新,市一医院,南城都汇汇馨园三期 ,2室2厅,东南,低楼层(共18层),精装,89.6平米,245,"27,344元/平",2012年建,板塔结合
龙泉驿,大面,凯德卓锦万黛 ,3室2厅,东,中楼层(共39层),精装,92.42平米,167,"18,070元/平",2015年建,板塔结合
郫都,郫县城区,中信未来城南区 ,3室1厅,西南,低楼层(共33层),毛坯,104.51平米,120,"11,483元/平",2013年建,塔楼
温江,温江老城,公园壹号 ,3室2厅,西南,中楼层(共29层),毛坯,127.08平米,118,"9,286元/平",2010年建,塔楼
金牛,花牌坊,泰丰御园 ,3室2厅,南,高楼层(共31层),精装,119.52平米,212,"17,738元/平",2012年建,塔楼
金牛,成外,派克公馆 ,1室1厅,东南,低楼层(共12层),精装,54.68平米,68,"12,436元/平",2011年建,板塔结合
龙泉驿,龙泉驿城区,驿都城 ,3室1厅,西南,低楼层(共32层),精装,79.48平米,125,"15,728元/平",2016年建,塔楼
郫都,犀浦,华邑阳光里 ,3室1厅,东南,中楼层(共30层),精装,85.26平米,146,"17,125元/平",2015年建,板塔结合
温江,温江新城,天来国际文化广场 ,3室2厅,东北,中楼层(共33层),精装,121.4平米,170,"14,004元/平",2013年建,板塔结合
高新,市一医院,南城都汇汇晴园五期 ,3室2厅,东 西,中楼层(共18层),简装,89.8平米,252,"28,063元/平",2014年建,板楼
郫都,犀浦,傲城 ,3室2厅,东南,中楼层(共31层),精装,86.96平米,132,"15,180元/平",2015年建,板塔结合
高新,中德,中德英伦联邦B区 ,3室2厅,北,低楼层(共33层),毛坯,88.23平米,256,"29,016元/平",2015年建,板塔结合
高新,华府,融创南湖逸家 ,3室2厅,东,中楼层(共33层),精装,74.31平米,176,"23,685元/平",2017年建,板塔结合
高新西,高新西,龙湖时代天街 ,3室2厅,西南,低楼层(共30层),简装,105.51平米,155,"14,691元/平",2015年建,板塔结合
武侯,五大花园,合能珍宝金楠 ,3室1厅,北,中楼层(共20层),精装,75.93平米,166,"21,863元/平",2018年建,板塔结合
温江,珠江新城,佳兆业丽晶港 ,4室2厅,南,中楼层(共33层),精装,123.39平米,215,"17,425元/平",2012年建,板塔结合
高新,大源,天悦府 ,3室1厅,南,低楼层(共31层),精装,134.3平米,550,"40,954元/平",2015年建,塔楼
锦江,三圣乡,绿地468公馆一期 ,3室2厅,东北,中楼层(共29层),精装,89.51平米,238,"26,590元/平",2015年建,板塔结合
武侯,高升桥,高升瑞景 ,2室1厅,东北,高楼层(共20层),精装,54.41平米,86,"15,806元/平",2011年建,板楼
双流,航空港,空港十六区 ,3室2厅,东,低楼层(共18层),精装,117.86平米,152,"12,897元/平",2009年建,塔楼
武侯,五大花园,合能珍宝金楠 ,3室1厅,北,中楼层(共20层),精装,75.93平米,166,"21,863元/平",2018年建,板塔结合
郫都,郫县万达,锦绣西苑二期 ,2室1厅,东南,中楼层(共18层),简装,83.39平米,72,"8,635元/平",2010年建,板楼
高新,大源,天悦府 ,3室1厅,南,低楼层(共31层),精装,134.3平米,550,"40,954元/平",2015年建,塔楼
温江,珠江新城,佳兆业丽晶港 ,4室2厅,南,中楼层(共33层),精装,123.39平米,215,"17,425元/平",2012年建,板塔结合
锦江,三圣乡,绿地468公馆二期 ,2室2厅,东北 北,低楼层(共29层),精装,77.28平米,187,"24,198元/平",2015年建,板塔结合
新都,大丰,保利春天花语 ,3室2厅,南,中楼层(共32层),精装,74.2平米,130,"17,521元/平",2015年建,塔楼
天府新区,海洋公园,恒大名都 ,3室1厅,东南,中楼层(共32层),精装,86.66平米,177,"20,425元/平",2012年建,塔楼
温江,温江老城,华丽花园 ,3室1厅,东南,低楼层(共6层),精装,143.99平米,115,"7,987元/平",2000年建,板塔结合
武侯,川音,胜利新村16号 ,3室2厅,南 北,7层,简装,104.54平米,110,"10,523元/平",2000年建,板楼
郫都,郫县万达,锦绣西苑一期 ,4室2厅,东南,高楼层(共6层),精装,144.36平米,132,"9,144元/平",2003年建,板楼
天府新区,海洋公园,青南美湾 ,3室2厅,东 东北,中楼层(共17层),精装,87.71平米,189,"21,549元/平",2015年建,板楼
青羊,府南新区,锦秀民居 ,3室2厅,南,高楼层(共7层),简装,122.27平米,139,"11,369元/平",2001年建,板楼
郫都,郫县城区,龙湖弗莱明戈二期 ,3室2厅,东南,中楼层(共34层),精装,83.17平米,130,"15,631元/平",2012年建,塔楼
双流,航空港,南丽湾 ,3室2厅,南,中楼层(共6层),精装,107.93平米,140,"12,972元/平",2005年建,板楼
锦江,三圣乡,合能锦城 ,3室2厅,东南,低楼层(共32层),精装,82.15平米,167,"20,329元/平",2015年建,塔楼
双流,双流城区,香楠湖 ,3室2厅,西南 东北,高楼层(共16层),精装,117.6平米,145,"12,330元/平",2012年建,塔楼
双流,航空港,蓝光圣菲town城 ,3室2厅,北,中楼层(共23层),精装,80.35平米,135,"16,802元/平",2009年建,塔楼
高新,华府,保利叶语 ,3室1厅,西北,低楼层(共32层),精装,69.55平米,147,"21,136元/平",2015年建,板塔结合
武侯,簇桥,绿地圣路易名邸二期 ,2室2厅,南,中楼层(共12层),精装,84.23平米,188,"22,320元/平",2013年建,板塔结合
高新,远大,育才竹岛 ,2室2厅,东南,高楼层(共17层),精装,96.01平米,170,"17,707元/平",2008年建,塔楼
新都,毗河,佳乐国际城二期 ,2室2厅,西南,中楼层(共32层),精装,81.38平米,90,"11,060元/平",2012年建,塔楼
万象城,万象城,千居朝阳 ,2室2厅,南,低楼层(共18层),精装,85.94平米,159,"18,502元/平",2008年建,塔楼
武侯,五大花园,红运花园佳苑 ,2室1厅,南,高楼层(共7层),简装,59.44平米,57,"9,590元/平",1999年建,板楼
锦江,卓锦城,鑫苑名家二期 ,1室1厅,西北,中楼层(共34层),精装,48.83平米,91,"18,637元/平",2012年建,板塔结合
温江,光华大道沿线,彩叠园二期 ,2室2厅,南,高楼层(共11层),精装,85.21平米,118,"13,849元/平",2011年建,板塔结合
青羊,金沙,蓝光凯丽美域 ,2室1厅,西南,低楼层(共31层),精装,70.1平米,210,"29,958元/平",2010年建,塔楼
武侯,五大花园,红运花园佳苑 ,2室1厅,南,高楼层(共7层),简装,59.44平米,57,"9,590元/平",1999年建,板楼
锦江,沙河堡,万科金润华府 ,2室1厅,西南,中楼层(共35层),精装,65.05平米,175,"26,903元/平",2012年建,塔楼
新都,毗河,佳乐国际城二期 ,2室2厅,西南,中楼层(共32层),精装,81.38平米,90,"11,060元/平",2012年建,塔楼
成华,驷马桥,西林豫府A区 ,1室1厅,东,中楼层(共11层),精装,48.35平米,59.8,"12,369元/平",2000年建,板楼
双流,蛟龙港,人居都市阳光 ,2室2厅,东南,高楼层(共18层),简装,94.84平米,125,"13,181元/平",2010年建,板塔结合
成华,八里小区,浅水半岛三期 ,2室2厅,北 南,低楼层(共27层),精装,88.54平米,160,"18,071元/平",2010年建,板塔结合
高新,华府,德商华府天骄 ,3室2厅,西,中楼层(共30层),精装,65.91平米,166,"25,186元/平",2016年建,板塔结合
高新,华府,华银美景 ,2室1厅,南,中楼层(共18层),简装,85.07平米,135,"15,870元/平",2010年建,板塔结合
青羊,宽窄巷子,长富新城 ,1室0厅,南,中楼层(共26层),精装,38.61平米,122,"31,599元/平",2004年建,板楼
锦江,三圣乡,锦江城市花园二期 ,2室1厅,西北,高楼层(共34层),精装,68.71平米,119.8,"17,436元/平",2010年建,板塔结合
郫都,郫县城区,龙湖弗莱明戈一期 ,2室2厅,西北,中楼层(共34层),简装,72.15平米,88.8,"12,308元/平",2012年建,板塔结合
武侯,外双楠,新瑞园 ,2室1厅,南,中楼层(共6层),简装,68.32平米,90,"13,174元/平",2004年建,板楼
双流,东升镇,弘民新城 ,2室2厅,西 北,中楼层(共5层),精装,84.08平米,75,"8,921元/平",2003年建,板楼
双流,航空港,大成郡 ,2室1厅,南,中楼层(共15层),精装,83.21平米,140,"16,825元/平",2015年建,塔楼
高新,市一医院,南城都汇汇尚园 ,2室2厅,南,低楼层(共22层),精装,88.44平米,270,"30,530元/平",2014年建,板塔结合
温江,珠江新城,佳兆业丽晶港 ,3室2厅,南 西南 北 东北,高楼层(共33层),精装,86.42平米,125,"14,465元/平",2012年建,板塔结合
郫都,郫县城区,绿地国际花都一期 ,3室1厅,东南,低楼层(共33层),精装,88.19平米,115,"13,041元/平",2015年建,板塔结合
郫都,犀浦,傲城 ,2室1厅,东北,低楼层(共31层),精装,71.18平米,89,"12,504元/平",2015年建,板塔结合
锦江,攀成钢,澳龙名城 ,2室2厅,西南,中楼层(共33层),精装,74.82平米,208,"27,801元/平",2009年建,塔楼
武侯,五大花园,海天阁 ,2室1厅,东南,中楼层(共6层),简装,73.3平米,104,"14,189元/平",2003年建,板楼
